"EnsemblGeneID"	"Chr"	"GeneStart"	"GeneEnd"	"Status"	"ExternalID"	"R1L1Kidney"	"R1L2Liver"	"R1L3Kidney"	"R1L4Liver"	"R1L6Liver"	"R1L7Kidney"	"R1L8Liver"	"R2L1Liver"	"R2L2Kidney"	"R2L3Liver"	"R2L4Kidney"	"R2L6Kidney"	"R2L7Liver"	"R2L8Kidney"
"ENSG00000171819"	1	11171985	11178624	"KNOWN"	"ANGPTL7"	0	2	2	1	1	1	1	3	0	2	2	0	0	0
"ENSG00000207451"	1	11208898	11209004	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000120942"	1	11255850	11277699	"KNOWN"	"UBIAD1"	11	4	3	3	4	2	2	5	11	2	9	7	6	4
"ENSG00000204624"	1	11461882	11520194	"KNOWN"	"PTCHD2"	3	0	0	0	0	0	0	0	3	0	0	1	0	0
"ENSG00000116661"	1	11631037	11637326	"KNOWN"	"FBXO2"	43	11	18	8	12	30	8	12	42	4	42	30	8	42
"ENSG00000132879"	1	11637019	11645971	"KNOWN"	"FBXO44"	102	30	78	32	24	76	22	39	113	25	100	96	32	82
"ENSG00000116663"	1	11646768	11656994	"KNOWN"	"FBXO6"	6	8	6	3	6	1	9	5	4	9	7	12	10	8
"ENSG00000116670"	1	11657125	11674294	"KNOWN"	"MAD2L2"	24	34	33	25	20	26	15	18	33	27	37	23	28	31
"ENSG00000162490"	1	11674366	11703237	"KNOWN"	"C1orf187"	1	0	0	0	1	0	0	2	3	0	0	2	0	1
"ENSG00000177674"	1	11718729	11733412	"KNOWN"	"AGTRAP"	75	9	53	15	7	62	9	17	74	9	47	56	17	63
"ENSG00000177553"	1	11749386	11760935	"KNOWN"	"Q5SNV8_HUMAN"	0	0	0	0	1	0	0	0	1	0	0	0	0	0
"ENSG00000215910"	1	11754766	11772228	"KNOWN"	"C1orf167"	5	4	18	3	5	7	1	4	15	6	11	13	2	13
"ENSG00000177000"	1	11768367	11788702	"KNOWN"	"MTHFR"	130	29	146	28	34	108	28	24	134	33	122	130	31	104
"ENSG00000116685"	1	11782803	11909072	"KNOWN"	"KIAA2013"	34	29	30	28	22	24	17	30	33	28	36	29	28	40
"ENSG00000011021"	1	11788855	11825772	"KNOWN"	"CLCN6"	21	3	16	3	4	15	6	5	6	2	13	13	7	15
"ENSG00000175206"	1	11828356	11830989	"KNOWN"	"NPPA"	2	2	4	0	3	3	3	2	4	2	2	4	2	8
"ENSG00000120937"	1	11840109	11841579	"KNOWN"	"NPPB"	0	0	0	1	0	0	0	1	1	0	0	0	0	0
"ENSG00000199347"	1	11890796	11890915	"KNOWN"	"NR_002754.2"	8	0	5	2	1	2	2	1	2	2	1	6	1	2
"ENSG00000201801"	1	11892451	11892571	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000083444"	1	11917333	11958181	"KNOWN"	"PLOD1"	210	173	208	164	172	158	157	184	209	162	172	188	178	169
"ENSG00000116688"	1	11962956	11996154	"KNOWN"	"MFN2"	117	71	134	72	72	122	68	50	124	68	108	115	60	90
"ENSG00000116691"	1	12002099	12014693	"KNOWN"	"NP_068752.2"	16	16	27	22	22	19	19	19	28	28	20	19	16	19
"ENSG00000202461"	1	12006658	12006768	"NOVEL"	""	0	0	1	0	0	0	0	0	1	0	2	2	0	0
"ENSG00000209447"	1	12019384	12019654	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000120949"	1	12046021	12126851	"KNOWN"	"TNFRSF8"	1	0	1	0	1	0	0	1	4	1	1	2	0	2
"ENSG00000201135"	1	12060525	12060628	"NOVEL"	""	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"ENSG00000028137"	1	12149647	12191863	"KNOWN"	"TNFRSF1B"	21	47	16	50	45	25	46	49	25	68	18	22	37	19
"ENSG00000048707"	1	12212700	12494686	"KNOWN"	"VPS13D"	383	162	393	161	164	349	174	121	420	171	306	418	137	307
"ENSG00000209457"	1	12391818	12391891	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000209460"	1	12489887	12490038	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000209463"	1	12512979	12513062	"NOVEL"	""	0	0	0	1	1	0	2	2	0	0	0	0	0	0
"ENSG00000162496"	1	12550526	12600381	"KNOWN"	"DHRS3"	220	524	232	485	484	220	454	437	250	590	248	280	530	248
"ENSG00000204518"	1	12627153	12649684	"KNOWN"	"AADACL4"	5	0	7	0	0	2	0	0	4	0	1	4	0	2
"ENSG00000188984"	1	12698705	12711313	"KNOWN"	"AADACL3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000209466"	1	12722280	12722383	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000157330"	1	12728750	12743688	"KNOWN"	"C1orf158"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000116726"	1	12757571	12760636	"KNOWN"	"PRAMEF12"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000116721"	1	12774133	12844828	"KNOWN"	"PRAMEF1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000204513"	1	12807067	12811110	"KNOWN"	"PRAMEF11"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000179172"	1	12829848	12831165	"KNOWN"	"HNRPCL1"	2	1	7	2	4	3	4	6	5	4	5	13	5	4
"ENSG00000120952"	1	12839528	12844351	"KNOWN"	"PRAMEF2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000116708"	1	12861620	12868612	"KNOWN"	"PRAMEF4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000187545"	1	12875314	12880681	"KNOWN"	"PRAMEF10"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000204510"	1	12899037	12903156	"KNOWN"	"PRAMEF7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000207434"	1	12904961	12905067	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000204509"	1	12920768	12930007	"KNOWN"	"PRAMEF6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000204508"	1	12958130	12960968	"KNOWN"	"NP_001094101.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000204507"	1	13031101	13040338	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000204505"	1	13063043	13067587	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000179412"	1	13105578	13106459	"NOVEL"	""	0	0	0	1	0	0	0	0	1	0	0	1	0	0
"ENSG00000204503"	1	13200783	13204279	"KNOWN"	"PRAMEF3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000204502"	1	13232406	13241644	"KNOWN"	"PRAMEF5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000207511"	1	13257322	13257428	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000182330"	1	13259233	13263352	"KNOWN"	"PRAMEF8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000204501"	1	13293763	13300778	"KNOWN"	"PRAMEF15"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000204495"	1	13320559	13325243	"KNOWN"	"PRAMEF13"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000204491"	1	13346640	13350156	"KNOWN"	"PRAMEF18"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000204488"	1	13367853	13370847	"KNOWN"	"PRAMEF16"	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"ENSG00000204486"	1	13394550	13399530	"KNOWN"	"PRAMEF20"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000204485"	1	13480018	13484137	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000157358"	1	13514560	13521575	"KNOWN"	"PRAMEF9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000204481"	1	13540856	13546098	"KNOWN"	"PRAMEF14"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000204480"	1	13567476	13570992	"KNOWN"	"PRAMEF19"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000204479"	1	13588675	13591651	"KNOWN"	"PRAMEF17"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000204478"	1	13609494	13620390	"KNOWN"	"PRAMEF20"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000162494"	1	13674057	13712829	"KNOWN"	"LRRC38"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000215909"	1	13754083	13754781	"NOVEL"	""	1	0	0	0	0	0	0	0	0	2	0	0	0	0
"ENSG00000162493"	1	13782839	13817039	"KNOWN"	"PDPN"	20	5	26	4	4	39	6	5	37	2	22	40	6	26
"ENSG00000212288"	1	13895152	13895281	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000116731"	1	13899322	14024162	"KNOWN"	"PRDM2"	116	38	116	42	34	118	36	40	98	48	102	104	38	79
"ENSG00000209090"	1	14323316	14323419	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000189337"	1	14797787	15317125	"KNOWN"	"NP_001018001.1"	28	3	28	3	2	29	2	1	32	5	24	37	1	35
"ENSG00000203390"	1	14912036	14912453	"NOVEL"	""	0	0	4	0	0	0	0	0	4	0	1	3	0	0
"ENSG00000175147"	1	15315036	15351547	"KNOWN"	"C1orf126"	26	7	28	7	6	23	5	7	43	3	23	17	2	23
"ENSG00000171729"	1	15351649	15419561	"KNOWN"	"TMEM51"	119	9	112	10	13	85	11	16	110	21	91	136	10	112
"ENSG00000204464"	1	15367557	15370400	"KNOWN"	"Q5TG92_HUMAN"	1	0	3	0	0	2	0	0	1	0	1	3	0	2
"ENSG00000215720"	1	15390902	15391868	"NOVEL"	""	1	0	3	3	0	6	1	1	5	3	0	3	0	2
"ENSG00000142621"	1	15435808	15597210	"KNOWN"	"FHAD1"	2	0	2	0	1	1	1	0	2	0	0	2	0	1
"ENSG00000142634"	1	15609020	15629413	"KNOWN"	"EFHD2"	56	62	36	75	57	43	48	64	50	72	54	53	72	50
"ENSG00000162438"	1	15637522	15652128	"KNOWN"	"CTRC"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000142615"	1	15655811	15671167	"KNOWN"	"ELA2A_HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000215704"	1	15675183	15690479	"KNOWN"	"ELA2B_HUMAN"	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000132906"	1	15687322	15723527	"KNOWN"	"CASP9"	61	22	73	22	28	44	18	15	78	22	54	54	15	45
"ENSG00000116138"	1	15725895	15775174	"KNOWN"	"DNAJC16"	60	22	78	13	16	65	12	14	71	24	61	67	19	51
"ENSG00000116771"	1	15771739	15784192	"KNOWN"	"AGMAT"	528	161	613	162	166	536	175	118	598	163	527	624	136	467
"ENSG00000142635"	1	15803664	15804125	"NOVEL"	""	1	2	4	0	0	4	1	2	4	2	7	5	0	4
"ENSG00000200449"	1	15807173	15807215	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000197312"	1	15816657	15859335	"KNOWN"	"DDI2"	30	11	15	12	7	19	8	6	15	10	11	28	16	15
"ENSG00000215695"	1	15858951	15860804	"KNOWN"	"RSC1A1"	41	23	46	23	30	27	23	24	37	35	30	55	15	19
"ENSG00000116786"	1	15883414	15933849	"KNOWN"	"PLEKHM2"	100	54	88	39	38	103	48	54	107	48	96	105	58	120
"ENSG00000162461"	1	15935396	15940471	"KNOWN"	"SLC25A34"	17	9	16	16	12	14	11	15	17	11	14	18	16	18
"ENSG00000162460"	1	15941504	15947064	"KNOWN"	"TMEM82"	3	31	15	38	29	16	25	52	18	43	15	19	52	14
"ENSG00000162458"	1	15955741	15985676	"KNOWN"	"FBLIM1"	46	17	44	28	21	46	13	17	69	23	50	59	21	60
"ENSG00000197883"	1	16006456	16006731	"NOVEL"	""	85	10	78	17	9	74	12	7	82	8	84	84	7	67
"ENSG00000179743"	1	16033561	16047229	"KNOWN"	"Q8N9F6_HUMAN"	8	6	12	5	3	8	13	2	13	11	10	10	8	5
"ENSG00000065526"	1	16046946	16139537	"KNOWN"	"SPEN"	197	128	197	125	102	170	126	119	200	130	170	217	106	172
"ENSG00000209487"	1	16109979	16110077	"NOVEL"	""	0	0	1	0	0	0	0	0	0	0	0	1	0	0
"ENSG00000116809"	1	16140953	16175191	"KNOWN"	"ZBTB17"	35	15	45	15	12	28	12	17	52	10	44	41	18	50
"ENSG00000183888"	1	16203318	16207889	"KNOWN"	"C1orf64"	25	0	19	0	0	23	1	1	28	0	27	25	0	25
"ENSG00000173641"	1	16213114	16218551	"KNOWN"	"HSPB7"	107	17	116	19	13	102	21	21	127	25	93	123	22	106
"ENSG00000186510"	1	16220953	16233132	"KNOWN"	"CLCNKA"	515	6	564	1	1	516	3	4	568	2	594	590	2	544
"ENSG00000184908"	1	16242912	16256390	"KNOWN"	"CLCNKB"	484	4	486	2	5	463	4	2	573	3	556	512	2	494
"ENSG00000185519"	1	16256853	16272708	"KNOWN"	"FAM131C"	5	0	8	0	0	7	1	0	8	0	9	11	0	14
"ENSG00000142627"	1	16323420	16355151	"KNOWN"	"EPHA2"	52	21	50	23	22	45	31	29	59	32	58	51	32	60
"ENSG00000142632"	1	16397186	16411691	"KNOWN"	"ARHGEF19"	8	5	6	2	4	2	4	4	10	1	7	7	2	4
"ENSG00000204378"	1	16415015	16416241	"KNOWN"	"TMEM16M"	0	0	0	0	0	4	0	1	4	0	1	3	0	0
"ENSG00000204377"	1	16427757	16428681	"KNOWN"	"C1orf134"	10	4	8	9	8	7	6	5	10	7	9	16	7	8
"ENSG00000132881"	1	16430782	16436178	"KNOWN"	"C1orf89"	10	6	7	9	2	16	1	5	9	4	8	11	4	14
"ENSG00000037637"	1	16449147	16551535	"KNOWN"	"FBXO42"	56	30	45	30	18	48	18	27	56	23	49	63	41	69
"ENSG00000055070"	1	16566307	16597224	"KNOWN"	"C1orf144"	127	85	133	87	78	125	61	62	148	76	104	155	74	126
"ENSG00000187144"	1	16594763	16636506	"KNOWN"	"SPATA21"	0	2	1	1	1	0	0	1	0	1	0	0	0	0
"ENSG00000157191"	1	16639814	16659159	"KNOWN"	"NECAP2"	87	76	96	72	72	81	80	65	81	69	80	94	71	80
"ENSG00000080947"	1	16666518	16691691	"KNOWN"	"CROCCL2"	23	14	21	15	21	27	15	13	42	17	15	23	8	17
"ENSG00000206652"	1	16713204	16713367	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000197511"	1	16734842	16737256	"KNOWN"	"Q8NA34_HUMAN"	0	0	1	0	0	0	0	0	1	0	1	0	0	0
"ENSG00000204373"	1	16738148	16738657	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000209511"	1	16746747	16746819	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000209524"	1	16752544	16752615	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000179571"	1	16762999	16812569	"KNOWN"	"Q8IX83_HUMAN"	34	20	32	16	17	30	18	18	32	10	19	32	5	32
"ENSG00000215908"	1	16817340	16830035	"KNOWN"	"Q86T23_HUMAN"	80	186	75	232	224	58	199	190	88	231	72	86	185	67
"ENSG00000186543"	1	16828752	16843765	"KNOWN"	"Q6ZWC0_HUMAN"	14	17	20	24	23	11	27	31	15	40	22	13	31	15
"ENSG00000186301"	1	16843841	16849428	"KNOWN"	"Q49A61_HUMAN"	9	132	10	128	116	6	134	145	12	129	17	17	149	14
"ENSG00000207513"	1	16865867	16866030	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000188605"	1	16872085	16872594	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000157819"	1	16884703	16885137	"NOVEL"	""	46	21	37	14	22	32	13	16	34	23	27	31	11	26
"ENSG00000116219"	1	16890302	16919239	"KNOWN"	"ESPNP"	2	3	3	0	0	1	0	0	3	2	6	1	0	3
"ENSG00000209530"	1	16924648	16924720	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000189092"	1	16933034	16933543	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000207389"	1	16939598	16939761	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000186715"	1	16953992	16963562	"KNOWN"	"MSTP9"	44	88	44	90	106	57	90	99	50	84	45	58	92	42
"ENSG00000209540"	1	17053487	17053558	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000209545"	1	17059280	17059352	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000196690"	1	17068841	17071255	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"ENSG00000199554"	1	17072790	17072934	"NOVEL"	""	0	0	1	0	0	1	0	0	0	0	1	0	0	0
"ENSG00000207005"	1	17095062	17095225	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000058453"	1	17121032	17172040	"KNOWN"	"CROCC"	42	10	39	14	11	32	10	15	47	17	57	44	15	75
"ENSG00000117122"	1	17173584	17179760	"KNOWN"	"MFAP2"	0	0	5	0	1	1	0	0	1	0	0	0	0	1
"ENSG00000159363"	1	17185040	17210868	"KNOWN"	"ATP13A2"	57	7	41	15	12	33	10	12	61	9	47	60	14	57
"ENSG00000117118"	1	17217817	17253252	"KNOWN"	"SDHB"	342	199	349	179	184	375	199	158	385	206	296	413	177	267
"ENSG00000117115"	1	17265844	17318517	"KNOWN"	"PADI2"	115	2	110	2	2	106	2	1	102	2	112	110	2	96
"ENSG00000204362"	1	17388865	17396699	"KNOWN"	"Q6ZS05_HUMAN"	1	0	2	0	0	1	0	0	1	0	0	0	0	0
"ENSG00000142623"	1	17404208	17445086	"KNOWN"	"PADI1"	0	0	2	0	0	1	0	0	0	0	0	1	0	1
"ENSG00000142619"	1	17448180	17483312	"KNOWN"	"PADI3"	0	0	0	0	1	1	0	0	0	0	0	0	0	0
"ENSG00000159339"	1	17507277	17563082	"KNOWN"	"PADI4"	0	0	0	1	0	0	0	0	0	0	0	0	0	2
"ENSG00000197996"	1	17571278	17600782	"KNOWN"	"PADI6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000179051"	1	17605866	17638807	"KNOWN"	"RCC2"	40	14	42	24	20	40	14	18	32	14	36	38	16	33
"ENSG00000212578"	1	17657245	17657505	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000074964"	1	17738917	17896956	"KNOWN"	"ARHGEF10L"	152	295	140	321	239	139	284	280	155	287	167	180	304	159
"ENSG00000117148"	1	17954395	18026145	"KNOWN"	"ACTL8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000117154"	1	18306827	18577563	"KNOWN"	"IGSF21"	0	2	0	2	2	0	0	0	0	1	0	1	0	0
"ENSG00000179023"	1	18680011	18685207	"KNOWN"	"KLHDC7A"	176	62	158	76	51	138	57	54	169	78	186	182	69	124
"ENSG00000124854"	1	18712199	18712468	"NOVEL"	""	0	0	1	0	0	0	0	0	0	0	0	1	0	0
"ENSG00000009709"	1	18830087	18944010	"KNOWN"	"PAX7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000179002"	1	19038680	19058742	"KNOWN"	"TAS1R2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000159423"	1	19070513	19101659	"KNOWN"	"ALDH4A1"	808	1150	771	1025	1056	748	993	1082	922	1153	830	906	1168	818
"ENSG00000169991"	1	19103362	19154930	"KNOWN"	"Q5TF58_HUMAN"	83	39	72	39	42	66	37	36	66	66	70	76	38	60
"ENSG00000127481"	1	19273587	19409333	"KNOWN"	"UBR4"	440	312	471	320	325	444	299	286	469	319	448	500	315	437
"ENSG00000127463"	1	19417172	19450633	"KNOWN"	"KIAA0090"	70	35	86	45	28	78	22	17	85	20	76	84	22	71
"ENSG00000053372"	1	19450662	19459209	"KNOWN"	"MRTO4"	35	40	29	43	42	30	54	30	36	51	23	38	39	31
"ENSG00000211454"	1	19465065	19473155	"KNOWN"	"ARK74_HUMAN"	10	71	12	70	84	10	64	62	12	82	11	14	64	10
"ENSG00000162482"	1	19481644	19487867	"KNOWN"	"AKR7A3"	132	111	143	120	108	126	114	88	141	88	125	154	92	123
"ENSG00000053371"	1	19503046	19511227	"KNOWN"	"AKR7A2"	127	75	125	72	76	108	58	63	148	59	138	130	83	122
"ENSG00000200403"	1	19504157	19504263	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	1	0	1	0
"ENSG00000040487"	1	19511327	19528380	"KNOWN"	"PQLC2"	18	13	16	16	14	18	11	22	20	15	23	9	24	25
"ENSG00000212349"	1	19518887	19519141	"NOVEL"	""	1	0	0	0	0	0	0	0	1	0	0	0	0	0
"ENSG00000212676"	1	19531483	19533525	"KNOWN"	"Q8N980_HUMAN"	3	4	3	3	3	2	3	3	2	8	2	2	2	1
"ENSG00000077549"	1	19537857	19684594	"KNOWN"	"CAPZB"	340	162	354	160	134	340	117	127	380	158	362	368	144	318
"ENSG00000204312"	1	19598631	19599796	"KNOWN"	"Q6ZNY8_HUMAN"	0	0	0	0	0	1	0	0	0	0	0	0	1	0
"ENSG00000209568"	1	19623465	19623680	"NOVEL"	""	0	0	1	0	0	2	0	0	1	1	0	1	0	0
"ENSG00000201609"	1	19709674	19709814	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000209589"	1	19731251	19731355	"NOVEL"	""	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"ENSG00000173436"	1	19796054	19839759	"KNOWN"	"C1orf151"	125	29	146	38	32	124	34	34	137	36	128	145	30	124
"ENSG00000158747"	1	19842313	19857532	"KNOWN"	"NBL1"	73	15	75	9	12	71	12	18	100	10	82	86	13	94
"ENSG00000158748"	1	19864367	19878642	"KNOWN"	"HTR6"	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000162542"	1	19881320	19998997	"KNOWN"	"TMCO4"	59	20	80	12	14	49	22	16	70	18	52	77	17	64
"ENSG00000178828"	1	20013109	20014358	"KNOWN"	"RNF186"	49	2	38	1	2	39	1	1	44	2	36	33	1	51
"ENSG00000169914"	1	20081498	20112016	"KNOWN"	"OTUD3"	72	30	63	17	28	62	14	20	76	20	69	73	24	47
"ENSG00000188784"	1	20119387	20122697	"KNOWN"	"PLA2G2E"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000209591"	1	20170050	20170349	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000188257"	1	20174511	20179496	"KNOWN"	"PLA2G2A"	4	66	10	85	84	9	69	77	5	89	4	4	85	5
"ENSG00000127472"	1	20227259	20290978	"KNOWN"	"PLA2G5"	1	18	0	20	15	0	20	20	0	18	0	0	14	0
"ENSG00000117215"	1	20311065	20318595	"KNOWN"	"PLA2G2D"	0	0	0	0	0	0	0	1	0	0	0	1	0	0
"ENSG00000158786"	1	20338406	20349466	"KNOWN"	"PLA2G2F"	0	0	0	0	0	1	0	0	0	0	0	2	0	1
"ENSG00000187980"	1	20363071	20374247	"KNOWN"	"Q5R387_HUMAN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000162543"	1	20385168	20395126	"KNOWN"	"UBXD3"	35	2	44	0	2	38	0	2	34	0	37	42	1	26
"ENSG00000158816"	1	20490017	20553343	"KNOWN"	"Q96M71_HUMAN"	23	0	23	0	0	15	1	1	31	0	26	33	0	39
"ENSG00000162545"	1	20681472	20685315	"KNOWN"	"CAMK2N1"	493	187	474	200	185	456	152	145	501	192	410	509	172	409
"ENSG00000090432"	1	20698530	20707241	"KNOWN"	"C1orf166"	85	67	95	55	53	82	45	51	82	66	88	97	68	101
"ENSG00000215520"	1	20725069	20725824	"NOVEL"	""	0	0	1	0	0	1	0	0	1	0	0	1	0	0
"ENSG00000183114"	1	20751519	20754087	"KNOWN"	"FAM43B"	5	2	4	1	0	3	1	2	0	0	6	4	1	11
"ENSG00000158825"	1	20788031	20817985	"KNOWN"	"CDA"	29	63	29	55	65	36	59	70	26	49	34	34	68	35
"ENSG00000158828"	1	20832535	20850590	"KNOWN"	"PINK1"	363	238	376	225	199	345	201	225	388	232	373	415	200	368
"ENSG00000215511"	1	20849443	20849794	"NOVEL"	""	68	39	67	41	55	68	38	43	69	53	59	84	40	77
"ENSG00000117242"	1	20850847	20860624	"KNOWN"	"DDOST"	287	190	308	175	184	247	161	149	320	186	262	292	158	255
"ENSG00000117245"	1	20863094	20917097	"KNOWN"	"KIF17"	9	5	11	6	4	5	2	6	4	9	10	9	2	2
"ENSG00000189410"	1	20918812	20931720	"KNOWN"	"SH2D5"	3	0	1	0	0	1	0	0	2	0	2	3	1	0
"ENSG00000127483"	1	20941758	20985768	"KNOWN"	"HP1BP3"	278	96	272	97	110	265	78	70	269	103	255	288	70	225
"ENSG00000075151"	1	21005559	21375927	"KNOWN"	"EIF4G3"	197	47	214	61	77	172	79	45	188	70	163	215	59	143
"ENSG00000117298"	1	21417664	21544584	"KNOWN"	"ECE1"	98	32	89	30	24	80	32	24	104	36	100	126	36	92
"ENSG00000212674"	1	21417866	21418228	"KNOWN"	"Q6ZWD9_HUMAN"	10	15	11	10	18	16	11	11	13	8	17	23	17	17
"ENSG00000182068"	1	21597067	21597420	"NOVEL"	""	2	0	1	0	0	1	0	0	3	1	0	1	1	1
"ENSG00000209594"	1	21613301	21613372	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000187952"	1	21627382	21628617	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	1	2	0	1
"ENSG00000142794"	1	21639217	21684085	"KNOWN"	"NBPF3"	13	3	7	1	8	7	4	1	12	8	8	5	2	5
"ENSG00000176378"	1	21658742	21659165	"NOVEL"	""	0	0	0	1	0	0	1	0	0	0	0	0	0	0
"ENSG00000162551"	1	21708445	21777492	"KNOWN"	"ALPL"	180	110	174	124	92	180	95	88	192	99	166	209	94	182
"ENSG00000076864"	1	21795302	21868390	"KNOWN"	"RAP1GAP"	594	89	609	69	79	543	76	97	630	94	627	714	88	639
"ENSG00000090686"	1	21877378	21982275	"KNOWN"	"USP48"	108	96	130	92	92	102	74	62	107	68	87	131	74	82
"ENSG00000201269"	1	21940232	21940275	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000187942"	1	22011345	22024301	"KNOWN"	"LDLRAD2"	203	69	191	79	80	184	64	82	219	79	230	245	85	207
"ENSG00000142798"	1	22021325	22136297	"KNOWN"	"HSPG2"	10	1	7	1	1	7	3	2	3	4	7	12	2	8
"ENSG00000142789"	1	22175999	22224238	"KNOWN"	"ELA3B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000209600"	1	22186561	22186857	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000201919"	1	22186896	22186999	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
